#STN  YY   MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#txt  yr   mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi  hPa    ft
SKTA2 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1017.8  -1.1   3.2    MM   MM   MM    MM
SKTA2 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1017.9  -1.0   3.2    MM   MM -1.2    MM
SLIM2 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM     MM    MM   6.7    MM   MM   MM    MM
SLIM2 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM     MM    MM   6.7    MM   MM   MM    MM
SLIM2 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM     MM    MM   6.7    MM   MM   MM    MM
SLIM2 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM     MM    MM   6.8    MM   MM   MM    MM
SLIM2 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM     MM    MM   6.8    MM   MM   MM    MM
SLIM2 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM     MM    MM   6.8    MM   MM   MM    MM
SLIM2 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM     MM    MM   6.8    MM   MM   MM    MM
SLVM5 2012 02 24 15 40 330  3.1  5.7    MM    MM    MM  MM 1006.4  -2.7    MM    MM   MM   MM    MM
SLVM5 2012 02 24 15 30 320  3.6  6.7    MM    MM    MM  MM 1006.1  -2.8    MM    MM   MM   MM    MM
SLVM5 2012 02 24 15 20 310  4.1  6.2    MM    MM    MM  MM 1006.4  -2.9    MM    MM   MM   MM    MM
SLVM5 2012 02 24 15 10 320  4.1  7.2    MM    MM    MM  MM 1006.1  -3.2    MM    MM   MM   MM    MM
SLVM5 2012 02 24 15 00 330  6.2  7.7    MM    MM    MM  MM 1006.1  -3.3    MM    MM   MM   MM    MM
SMKF1 2012 02 24 15 00 180  5.7  6.2    MM    MM    MM  MM 1018.2  24.8    MM  23.2   MM +1.8  1.79
SNDA2 2012 02 24 15 36 150  5.1  7.2    MM    MM    MM  MM 1025.8   1.3   1.7    MM   MM   MM    MM
SNDA2 2012 02 24 15 30 140  5.1  8.2    MM    MM    MM  MM 1025.9   1.3   1.7    MM   MM   MM    MM
SNDA2 2012 02 24 15 24 140  4.1  6.2    MM    MM    MM  MM 1026.0   1.3   1.7    MM   MM   MM    MM
SNDA2 2012 02 24 15 18 150  4.1  6.7    MM    MM    MM  MM 1026.1   1.3   1.7    MM   MM   MM    MM
SNDA2 2012 02 24 15 12 150  4.6  6.2    MM    MM    MM  MM 1026.2   1.3   1.7    MM   MM   MM    MM
SNDA2 2012 02 24 15 06 150  4.6  6.2    MM    MM    MM  MM 1026.2   1.3   1.7    MM   MM   MM    MM
SNDA2 2012 02 24 15 00 140  4.1  6.2    MM    MM    MM  MM 1026.2   1.2   1.7    MM   MM -2.7    MM
SNDP5 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1022.5  19.4  20.8    MM   MM   MM    MM
SNDP5 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1022.5  19.4  20.8    MM   MM   MM    MM
SNDP5 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1022.5  19.3  20.7    MM   MM   MM    MM
SNDP5 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1022.4  19.3  20.7    MM   MM   MM    MM
SNDP5 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1022.5  19.3  20.7    MM   MM   MM    MM
SNDP5 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1022.5  19.3  20.8    MM   MM   MM    MM
SNDP5 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1022.6  19.4  20.8    MM   MM -1.3    MM
SPGF1 2012 02 24 15 00 180  8.2  9.8    MM    MM    MM  MM 1018.2  24.1    MM    MM   MM +1.5    MM
SRBV3 2012 02 24 15 00 100  8.8 10.3    MM    MM    MM  MM 1018.5  25.8  26.2  19.4   MM +0.9    MM
SRST2 2012 02 24 15 00  10 11.3 15.4    MM    MM    MM  MM 1015.9  15.7    MM    MM   MM +4.6    MM
STDM4 2012 02 24 15 00 360 10.8 11.8    MM    MM    MM  MM 1005.4  -1.5    MM  -3.7   MM +0.9    MM
SVNM4 2012 02 24 15 30  10 15.4 18.0    MM    MM    MM  MM     MM  -0.2    MM    MM   MM   MM    MM
SVNM4 2012 02 24 15 15  10 14.9 17.0    MM    MM    MM  MM     MM  -0.2    MM    MM   MM   MM    MM
SVNM4 2012 02 24 15 00  10 13.4 16.0    MM    MM    MM  MM     MM  -0.3    MM    MM   MM   MM    MM
SWLA2 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM     MM    MM   3.0    MM   MM   MM    MM
SWLA2 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM     MM    MM   3.1    MM   MM   MM    MM
SWLA2 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM     MM    MM   3.1    MM   MM   MM    MM
SWLA2 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM     MM    MM   3.1    MM   MM   MM    MM
SWLA2 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM     MM    MM   3.1    MM   MM   MM    MM
SWLA2 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM     MM    MM   3.1    MM   MM   MM    MM
SWLA2 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM     MM    MM   3.1    MM   MM   MM    MM
SWPM4 2012 02 24 15 36  40  1.0  2.1    MM    MM    MM  MM 1001.1  -1.8    MM    MM   MM   MM    MM
SWPM4 2012 02 24 15 30  40  1.5  2.1    MM    MM    MM  MM 1001.2  -2.0    MM    MM   MM   MM    MM
SWPM4 2012 02 24 15 24  50  1.5  2.6    MM    MM    MM  MM 1001.3  -2.1    MM    MM   MM   MM    MM
SWPM4 2012 02 24 15 12  40  2.1  3.1    MM    MM    MM  MM 1001.4  -2.2    MM    MM   MM   MM    MM
SWPM4 2012 02 24 15 06  40  2.1  2.6    MM    MM    MM  MM 1001.5  -2.3    MM    MM   MM   MM    MM
SWPM4 2012 02 24 15 00  30  2.1  2.6    MM    MM    MM  MM 1001.6  -2.3    MM    MM   MM -0.9    MM
SWPV2 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1001.5    MM   9.1    MM   MM   MM    MM
SWPV2 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1001.4    MM   9.0    MM   MM   MM    MM
SWPV2 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1001.5    MM   9.0    MM   MM   MM    MM
SWPV2 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1001.5    MM   9.0    MM   MM   MM    MM
SWPV2 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1001.5    MM   9.0    MM   MM   MM    MM
SWPV2 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1001.6    MM   9.0    MM   MM   MM    MM
SWPV2 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1001.7    MM   9.0    MM   MM +0.4    MM
SXHW3 2012 02 24 15 40 290  5.7  7.7    MM    MM    MM  MM 1005.8  -1.4    MM    MM   MM   MM    MM
SXHW3 2012 02 24 15 30 320  6.7  7.2    MM    MM    MM  MM 1005.8  -0.9    MM    MM   MM   MM    MM
SXHW3 2012 02 24 15 20 330  6.2  7.2    MM    MM    MM  MM 1005.4  -0.8    MM    MM   MM   MM    MM
SXHW3 2012 02 24 15 10 320  6.2  7.2    MM    MM    MM  MM 1005.4  -0.8    MM    MM   MM   MM    MM
SXHW3 2012 02 24 15 00 320  5.7  7.7    MM    MM    MM  MM 1005.4  -0.8    MM    MM   MM +0.7    MM
SYWW3 2012 02 24 15 01 360  6.7  8.2    MM    MM    MM  MM     MM  -0.9    MM    MM   MM   MM    MM
TCBM2 2012 02 24 15 36  90  3.1  4.6    MM    MM    MM  MM  999.7   8.6   6.6    MM   MM   MM    MM
TCBM2 2012 02 24 15 30  80  2.1  4.6    MM    MM    MM  MM  999.9   8.6   6.7    MM   MM   MM    MM
TCBM2 2012 02 24 15 24  80  2.6  4.1    MM    MM    MM  MM  999.9   8.4   6.8    MM   MM   MM    MM
TCBM2 2012 02 24 15 18 120  2.6  5.1    MM    MM    MM  MM  999.7   8.4   6.8    MM   MM   MM    MM
TCBM2 2012 02 24 15 12 120  3.6  5.7    MM    MM    MM  MM  999.6   8.3   6.7    MM   MM   MM    MM
TCBM2 2012 02 24 15 06 110  3.6  5.1    MM    MM    MM  MM  999.9   8.2   6.6    MM   MM   MM    MM
TCBM2 2012 02 24 15 00  80  2.6  3.1    MM    MM    MM  MM 1000.2   8.2   6.6    MM   MM +0.3    MM
TCMW1 2012 02 24 15 36 120  1.0  1.5    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TCMW1 2012 02 24 15 30  80  1.0  1.5    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TCMW1 2012 02 24 15 24  50  1.0  1.5    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TCMW1 2012 02 24 15 18  20  1.0  1.0    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TCMW1 2012 02 24 15 12  MM  0.0  0.5    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TCMW1 2012 02 24 15 06  MM  0.0  0.5    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TCMW1 2012 02 24 15 00  60  0.5  1.0    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TCNW1 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1020.3    MM   6.7    MM   MM   MM    MM
TCNW1 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1020.5    MM   6.7    MM   MM   MM    MM
TCNW1 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1020.6    MM   6.7    MM   MM   MM    MM
TCNW1 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1020.7    MM   6.7    MM   MM   MM    MM
TCNW1 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1020.9    MM   6.8    MM   MM   MM    MM
TCNW1 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1021.0    MM   7.2    MM   MM   MM    MM
TCNW1 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1021.2    MM   7.3    MM   MM -3.0    MM
TESL1 2012 02 24 15 36 350  5.7  8.2    MM    MM    MM  MM 1013.3  18.5  12.8    MM   MM   MM    MM
TESL1 2012 02 24 15 30 360  3.6  9.3    MM    MM    MM  MM 1013.1  18.6  12.8    MM   MM   MM    MM
TESL1 2012 02 24 15 24 360  5.7  8.2    MM    MM    MM  MM 1012.8  18.6  12.8    MM   MM   MM    MM
TESL1 2012 02 24 15 18 350  5.7 10.3    MM    MM    MM  MM 1012.5  18.6  12.8    MM   MM   MM    MM
TESL1 2012 02 24 15 12 350  6.7 10.8    MM    MM    MM  MM 1012.4  18.6  12.8    MM   MM   MM    MM
TESL1 2012 02 24 15 06 360  7.2 11.3    MM    MM    MM  MM 1012.1  18.7  12.8    MM   MM   MM    MM
TESL1 2012 02 24 15 00 360  5.7  9.3    MM    MM    MM  MM 1012.0  18.7  12.8    MM   MM +3.0    MM
THRO1 2012 02 24 15 36 250  7.2 12.9    MM    MM    MM  MM  992.5   6.1    MM    MM   MM   MM    MM
THRO1 2012 02 24 15 30 250  9.8 14.4    MM    MM    MM  MM  992.5   6.0    MM    MM   MM   MM    MM
THRO1 2012 02 24 15 24 250  8.2 12.9    MM    MM    MM  MM  992.6   5.8    MM    MM   MM   MM    MM
THRO1 2012 02 24 15 18 250  7.7 12.4    MM    MM    MM  MM  992.7   5.6    MM    MM   MM   MM    MM
THRO1 2012 02 24 15 12 250  6.7 10.3    MM    MM    MM  MM  992.7   5.3    MM    MM   MM   MM    MM
THRO1 2012 02 24 15 06 250  6.2  8.2    MM    MM    MM  MM  992.7   4.9    MM    MM   MM   MM    MM
THRO1 2012 02 24 15 00 250  6.7 10.3    MM    MM    MM  MM  992.8   4.5    MM    MM   MM -0.9    MM
TKEA2 2012 02 24 15 50  MM   MM   MM    MM    MM    MM  MM 1011.9   0.0    MM  -2.2   MM   MM    MM
TKEA2 2012 02 24 15 40  MM   MM   MM    MM    MM    MM  MM 1011.9   0.0    MM  -2.2   MM   MM    MM
TKEA2 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1011.9  -0.6    MM  -2.2   MM   MM    MM
TKEA2 2012 02 24 15 20  MM   MM   MM    MM    MM    MM  MM 1012.2  -0.6    MM  -1.7   MM   MM    MM
TKEA2 2012 02 24 15 10  MM   MM   MM    MM    MM    MM  MM 1012.2  -0.6    MM  -2.2   MM   MM    MM
TKEA2 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1012.2  -0.6    MM  -1.7   MM -3.1    MM
TLBO3 2012 02 24 15 36 150  7.7  9.8    MM    MM    MM  MM 1019.3   3.6   8.0    MM   MM   MM    MM
TLBO3 2012 02 24 15 30 140  8.8  9.8    MM    MM    MM  MM 1019.3   3.6   8.0    MM   MM   MM    MM
TLBO3 2012 02 24 15 24 140  9.3  9.8    MM    MM    MM  MM 1019.5   3.7   8.0    MM   MM   MM    MM
TLBO3 2012 02 24 15 18 150  8.2  9.3    MM    MM    MM  MM 1019.7   3.7   8.0    MM   MM   MM    MM
TLBO3 2012 02 24 15 12 140  8.2  9.3    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TLBO3 2012 02 24 15 06 140  8.2  8.8    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TLBO3 2012 02 24 15 00 140  8.2  8.8    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TOKW1 2012 02 24 15 36 150  5.7  7.2    MM    MM    MM  MM 1018.3   7.0   7.4    MM   MM   MM    MM
TOKW1 2012 02 24 15 30 160  6.2  7.2    MM    MM    MM  MM 1018.4   7.1   7.4    MM   MM   MM    MM
TOKW1 2012 02 24 15 24 150  5.1  6.2    MM    MM    MM  MM 1018.5   6.9   7.5    MM   MM   MM    MM
TOKW1 2012 02 24 15 18 150  4.6  5.7    MM    MM    MM  MM 1018.7   6.9   7.5    MM   MM   MM    MM
TOKW1 2012 02 24 15 12 160  5.1  6.7    MM    MM    MM  MM 1018.9   6.9   7.6    MM   MM   MM    MM
TOKW1 2012 02 24 15 06 150  5.1  6.7    MM    MM    MM  MM 1018.8   6.8   7.6    MM   MM   MM    MM
TOKW1 2012 02 24 15 00 150  6.2  7.2    MM    MM    MM  MM 1018.7   6.8   7.6    MM   MM -3.9    MM
TPAF1 2012 02 24 15 36 190  6.2  9.8    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TPAF1 2012 02 24 15 30 190  5.1  8.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TPAF1 2012 02 24 15 24 190  7.2  8.8    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TPAF1 2012 02 24 15 18 190  4.6  7.7    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TPAF1 2012 02 24 15 12 190  5.7 10.3    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TPAF1 2012 02 24 15 06 190  6.2  9.8    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TPAF1 2012 02 24 15 00 190  5.1  8.8    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TPBN4 2012 02 24 15 42  MM   MM   MM    MM    MM    MM  MM 1002.1   6.0   5.8    MM   MM   MM    MM
TPBN4 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1001.9   5.9   5.8    MM   MM   MM    MM
TPBN4 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1001.8   5.9   5.8    MM   MM   MM    MM
TPBN4 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1002.1   5.9   5.7    MM   MM   MM    MM
TPBN4 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1002.1   5.8   5.7    MM   MM   MM    MM
TPBN4 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1001.8   5.8   5.7    MM   MM   MM    MM
TPBN4 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1001.5   5.7   5.7    MM   MM   MM    MM
TPBN4 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1001.7   5.7   5.7    MM   MM -0.9    MM
TPLM2 2012 02 24 15 00  70  3.6  4.1    MM    MM    MM  MM 1001.0   8.0   6.7   8.0   MM +0.7    MM
TRBL1 2012 02 24 15 00 210  4.6  6.2    MM    MM    MM  MM 1012.8    MM    MM    MM   MM +1.4    MM
TRDF1 2012 02 24 15 36 220  4.6  5.7    MM    MM    MM  MM 1016.6  22.2  20.9    MM   MM   MM    MM
TRDF1 2012 02 24 15 30 210  5.7  7.2    MM    MM    MM  MM 1016.6  22.1  20.9    MM   MM   MM    MM
TRDF1 2012 02 24 15 24 230  5.7  6.7    MM    MM    MM  MM 1016.6  21.8  20.9    MM   MM   MM    MM
TRDF1 2012 02 24 15 18 220  4.6  6.2    MM    MM    MM  MM 1016.7  21.7  20.9    MM   MM   MM    MM
TRDF1 2012 02 24 15 12 220  4.1  6.2    MM    MM    MM  MM 1016.6  21.3  20.9    MM   MM   MM    MM
TRDF1 2012 02 24 15 06 230  5.1  6.7    MM    MM    MM  MM 1016.7  21.2  20.9    MM   MM   MM    MM
TRDF1 2012 02 24 15 00 230  4.6  6.2    MM    MM    MM  MM 1016.6  21.2  20.9    MM   MM +1.8    MM
TSHF1 2012 02 24 15 36 220  6.7  8.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TSHF1 2012 02 24 15 30 220  6.7  8.8    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TSHF1 2012 02 24 15 24 220  7.2  8.8    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TSHF1 2012 02 24 15 18 220  6.7  8.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TSHF1 2012 02 24 15 12 220  6.2  8.8    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TSHF1 2012 02 24 15 06 220  7.2  8.8    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
TTIW1 2012 02 24 15 00 160 11.3 14.4    MM    MM    MM  MM 1013.0   5.3    MM    MM   MM -4.5    MM
TXPT2 2012 02 24 15 36  10 11.3 15.4    MM    MM    MM  MM 1016.7  15.8  16.3    MM   MM   MM    MM
TXPT2 2012 02 24 15 30  10 12.9 16.5    MM    MM    MM  MM 1016.4  16.0  16.3    MM   MM   MM    MM
TXPT2 2012 02 24 15 24  10 13.4 16.0    MM    MM    MM  MM 1016.0  16.0  16.3    MM   MM   MM    MM
TXPT2 2012 02 24 15 18  10 11.8 16.0    MM    MM    MM  MM 1015.6  15.9  16.3    MM   MM   MM    MM
TXPT2 2012 02 24 15 12  10 13.4 16.0    MM    MM    MM  MM 1015.6  15.9  16.3    MM   MM   MM    MM
TXPT2 2012 02 24 15 06  10 13.9 16.5    MM    MM    MM  MM 1015.7  16.0  16.3    MM   MM   MM    MM
TXPT2 2012 02 24 15 00  10 14.9 17.5    MM    MM    MM  MM 1015.6  15.9  16.4    MM   MM +4.9    MM
ULAM6 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM     MM    MM  19.6    MM   MM   MM    MM
ULAM6 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM     MM    MM  19.6    MM   MM   MM    MM
ULAM6 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM     MM    MM  19.6    MM   MM   MM    MM
ULAM6 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM     MM    MM  19.6    MM   MM   MM    MM
ULAM6 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM     MM    MM  19.6    MM   MM   MM    MM
ULAM6 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM     MM    MM  19.6    MM   MM   MM    MM
ULAM6 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM     MM    MM  19.6    MM   MM   MM    MM
UNLA2 2012 02 24 15 36 180  3.6  4.6    MM    MM    MM  MM 1012.8   2.5   2.8    MM   MM   MM    MM
UNLA2 2012 02 24 15 30 190  3.1  6.2    MM    MM    MM  MM 1012.9   2.6   2.8    MM   MM   MM    MM
UNLA2 2012 02 24 15 24 180  3.6  6.2    MM    MM    MM  MM 1013.0   2.6   2.8    MM   MM   MM    MM
UNLA2 2012 02 24 15 18 170  3.1  7.2    MM    MM    MM  MM 1013.1   2.6   2.8    MM   MM   MM    MM
UNLA2 2012 02 24 15 12 160  5.7  8.8    MM    MM    MM  MM 1013.1   2.8   2.8    MM   MM   MM    MM
UNLA2 2012 02 24 15 06 160  5.7  8.2    MM    MM    MM  MM 1013.3   2.7   2.8    MM   MM   MM    MM
UNLA2 2012 02 24 15 00 160  6.2  8.8    MM    MM    MM  MM 1013.4   2.8   2.8    MM   MM -1.1    MM
VAKF1 2012 02 24 15 42 170  5.7  7.7    MM    MM    MM  MM 1017.1  24.7  23.9    MM   MM   MM    MM
VAKF1 2012 02 24 15 36 170  6.2  7.7    MM    MM    MM  MM 1017.2  24.7  23.9    MM   MM   MM    MM
VAKF1 2012 02 24 15 30 180  6.2  7.7    MM    MM    MM  MM 1017.2  24.7  23.8    MM   MM   MM    MM
VAKF1 2012 02 24 15 24 180  4.6  7.7    MM    MM    MM  MM 1017.1  24.7  23.8    MM   MM   MM    MM
VAKF1 2012 02 24 15 18 170  5.7  6.7    MM    MM    MM  MM 1017.2  24.7  23.8    MM   MM   MM    MM
VAKF1 2012 02 24 15 12 170  5.7  6.7    MM    MM    MM  MM 1017.2  24.7  23.8    MM   MM   MM    MM
VAKF1 2012 02 24 15 06 170  4.6  7.7    MM    MM    MM  MM 1017.1  24.7  23.7    MM   MM   MM    MM
VAKF1 2012 02 24 15 00 170  6.2  7.7    MM    MM    MM  MM 1017.1  24.6  23.7    MM   MM +1.6    MM
VCAF1 2012 02 24 15 36 160  3.6  6.2    MM    MM    MM  MM 1018.3  26.9  26.4    MM   MM   MM    MM
VCAF1 2012 02 24 15 30 170  2.6  5.7    MM    MM    MM  MM 1018.3  27.3  26.4    MM   MM   MM    MM
VCAF1 2012 02 24 15 24 160  3.1  5.1    MM    MM    MM  MM 1018.3  26.9  26.4    MM   MM   MM    MM
VCAF1 2012 02 24 15 18 170  3.1  4.6    MM    MM    MM  MM 1018.3  27.1  26.4    MM   MM   MM    MM
VCAF1 2012 02 24 15 12 160  2.6  4.6    MM    MM    MM  MM 1018.2  26.9  26.3    MM   MM   MM    MM
VCAF1 2012 02 24 15 06 170  3.1  6.2    MM    MM    MM  MM 1018.1  26.6  26.3    MM   MM   MM    MM
VCAF1 2012 02 24 15 00 170  3.6  5.1    MM    MM    MM  MM 1018.1  26.7  26.3    MM   MM +1.8    MM
VCAT2 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM     MM    MM  17.4    MM   MM   MM    MM
VDZA2 2012 02 24 15 36  50  2.1  2.6    MM    MM    MM  MM 1020.5  -4.7   3.1    MM   MM   MM    MM
VDZA2 2012 02 24 15 30  50  2.1  2.6    MM    MM    MM  MM 1020.5  -4.8   3.1    MM   MM   MM    MM
VDZA2 2012 02 24 15 24  50  1.5  2.1    MM    MM    MM  MM 1020.5  -4.9   3.1    MM   MM   MM    MM
VDZA2 2012 02 24 15 18  50  2.1  2.1    MM    MM    MM  MM 1020.5  -4.6   3.2    MM   MM   MM    MM
VDZA2 2012 02 24 15 12  40  1.5  2.1    MM    MM    MM  MM 1020.4  -4.2   3.2    MM   MM   MM    MM
VDZA2 2012 02 24 15 06  30  1.5  2.1    MM    MM    MM  MM 1020.4  -4.0   3.3    MM   MM   MM    MM
VDZA2 2012 02 24 15 00  40  1.5  2.1    MM    MM    MM  MM 1020.4  -4.3   3.4    MM   MM +0.0    MM
VENF1 2012 02 24 15 00 180  6.7  7.7    MM    MM    MM  MM 1016.1  22.0  23.9  22.0   MM +1.8    MM
VERV4 2012 02 24 15 00 170  6.2  7.2    MM    MM    MM  MM 1008.0  24.7    MM  21.5   MM +2.1    MM
VQSP4 2012 02 24 15 36  90  4.1  7.7    MM    MM    MM  MM     MM  27.1  25.6    MM   MM   MM    MM
VQSP4 2012 02 24 15 30 110  2.6  4.6    MM    MM    MM  MM     MM  27.0  25.6    MM   MM   MM    MM
VQSP4 2012 02 24 15 24  90  3.6  6.2    MM    MM    MM  MM     MM  27.2  25.6    MM   MM   MM    MM
VQSP4 2012 02 24 15 18 110  3.1  6.2    MM    MM    MM  MM     MM  27.5  25.6    MM   MM   MM    MM
VQSP4 2012 02 24 15 12 120  2.6  5.7    MM    MM    MM  MM     MM  27.5  25.6    MM   MM   MM    MM
VQSP4 2012 02 24 15 06 110  5.1  8.8    MM    MM    MM  MM     MM  27.5  25.6    MM   MM   MM    MM
VQSP4 2012 02 24 15 00 100  2.1  4.6    MM    MM    MM  MM     MM  27.8  25.5    MM   MM   MM    MM
WAHV2 2012 02 24 15 36 250  6.2  9.3    MM    MM    MM  MM 1000.9  22.4  10.0    MM   MM   MM    MM
WAHV2 2012 02 24 15 30 240  4.6  8.2    MM    MM    MM  MM 1000.8  22.0  10.0    MM   MM   MM    MM
WAHV2 2012 02 24 15 24 230  5.7  8.2    MM    MM    MM  MM 1000.8  22.1  10.0    MM   MM   MM    MM
WAHV2 2012 02 24 15 18 250  4.1  8.8    MM    MM    MM  MM 1000.8  21.8  10.0    MM   MM   MM    MM
WAHV2 2012 02 24 15 12 240  4.6  9.8    MM    MM    MM  MM 1000.9  21.6  10.0    MM   MM   MM    MM
WAHV2 2012 02 24 15 06 240  4.6  9.3    MM    MM    MM  MM 1000.9  21.5  10.0    MM   MM   MM    MM
WAHV2 2012 02 24 15 00 250  3.1  9.3    MM    MM    MM  MM 1001.1  21.3  10.0    MM   MM +0.6    MM
WAKP8 2012 02 24 15 36  80  3.6  4.6    MM    MM    MM  MM 1012.6  25.2  25.2    MM   MM   MM    MM
WAKP8 2012 02 24 15 30  70  3.6  5.1    MM    MM    MM  MM 1012.6  25.2  25.2    MM   MM   MM    MM
WAKP8 2012 02 24 15 24  70  3.6  5.1    MM    MM    MM  MM 1012.7  25.2  25.2    MM   MM   MM    MM
WAKP8 2012 02 24 15 18  80  4.1  5.1    MM    MM    MM  MM 1012.8  25.1    MM    MM   MM   MM    MM
WAKP8 2012 02 24 15 12  70  4.1  5.1    MM    MM    MM  MM 1012.8  25.2  25.1    MM   MM   MM    MM
WAKP8 2012 02 24 15 06  70  4.1  5.7    MM    MM    MM  MM 1012.9  25.2    MM    MM   MM   MM    MM
WAKP8 2012 02 24 15 00  70  4.1  5.1    MM    MM    MM  MM 1013.0  25.3    MM    MM   MM -1.6    MM
WASD2 2012 02 24 15 36  80  1.0  2.1    MM    MM    MM  MM 1000.1   9.9   6.8    MM   MM   MM    MM
WASD2 2012 02 24 15 30 350  0.5  2.1    MM    MM    MM  MM 1000.1   9.7   6.7    MM   MM   MM    MM
WASD2 2012 02 24 15 24  70  2.1  2.6    MM    MM    MM  MM 1000.2   9.5   6.7    MM   MM   MM    MM
WASD2 2012 02 24 15 18 360  1.0  2.6    MM    MM    MM  MM 1000.5   9.7   6.7    MM   MM   MM    MM
WASD2 2012 02 24 15 12 360  2.1  3.6    MM    MM    MM  MM 1000.6   9.6   6.7    MM   MM   MM    MM
