#STN  YY   MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#txt  yr   mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi  hPa    ft
LWTV2 2012 02 24 15 24  50  1.0  1.5    MM    MM    MM  MM 1000.4  12.3   8.7    MM   MM   MM    MM
LWTV2 2012 02 24 15 18  60  1.0  1.5    MM    MM    MM  MM 1000.4  12.3   8.7    MM   MM   MM    MM
LWTV2 2012 02 24 15 12  MM  0.0  1.0    MM    MM    MM  MM 1000.6  12.2   8.7    MM   MM   MM    MM
LWTV2 2012 02 24 15 06  10  1.5  2.1    MM    MM    MM  MM 1000.6  11.8   8.7    MM   MM   MM    MM
LWTV2 2012 02 24 15 00 360  1.0  1.5    MM    MM    MM  MM 1000.7  11.5   8.7    MM   MM +1.2    MM
MACM4 2012 02 24 15 36 350  4.6  6.2    MM    MM    MM  MM 1000.8  -1.6    MM    MM   MM   MM    MM
MACM4 2012 02 24 15 30 360  4.6  6.7    MM    MM    MM  MM 1000.9  -1.6    MM    MM   MM   MM    MM
MACM4 2012 02 24 15 24 350  4.6  6.7    MM    MM    MM  MM 1001.0  -1.7    MM    MM   MM   MM    MM
MACM4 2012 02 24 15 18 350  4.1  5.7    MM    MM    MM  MM 1001.0  -1.7    MM    MM   MM   MM    MM
MACM4 2012 02 24 15 12 360  4.6  6.7    MM    MM    MM  MM 1001.0  -1.7    MM    MM   MM   MM    MM
MACM4 2012 02 24 15 06 360  4.1  7.7    MM    MM    MM  MM 1001.0  -1.8    MM    MM   MM   MM    MM
MACM4 2012 02 24 15 00 350  4.1  6.7    MM    MM    MM  MM 1001.0  -1.8    MM    MM   MM -0.9    MM
MAXT2 2012 02 24 15 00  30 14.4   MM    MM    MM    MM  MM 1017.0  15.0    MM    MM   MM +5.0    MM
MBLA1 2012 02 24 15 00 210  8.2   MM    MM    MM    MM  MM     MM  18.5    MM    MM   MM   MM    MM
MBRM4 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM  991.3   0.9    MM    MM   MM   MM    MM
MBRM4 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM  991.3   0.9    MM    MM   MM   MM    MM
MBRM4 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM  991.2   0.8    MM    MM   MM   MM    MM
MBRM4 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM  991.2   0.8    MM    MM   MM   MM    MM
MBRM4 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM  991.4   0.8    MM    MM   MM   MM    MM
MBRM4 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM  991.5   0.8    MM    MM   MM   MM    MM
MBRM4 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM  991.5   0.7    MM    MM   MM -4.4    MM
MCGA1 2012 02 24 15 42 230  5.7  9.3    MM    MM    MM  MM 1011.2  24.1  18.5    MM   MM   MM    MM
MCGA1 2012 02 24 15 36 240  4.1  9.8    MM    MM    MM  MM 1011.2  23.8  18.5    MM   MM   MM    MM
MCGA1 2012 02 24 15 30 240  5.1  9.3    MM    MM    MM  MM 1011.1  23.6  18.5    MM   MM   MM    MM
MCGA1 2012 02 24 15 24 230  5.1  9.8    MM    MM    MM  MM 1011.0  23.3  18.5    MM   MM   MM    MM
MCGA1 2012 02 24 15 18 230  6.7  9.8    MM    MM    MM  MM 1010.9  23.1  18.5    MM   MM   MM    MM
MCGA1 2012 02 24 15 12 220  6.7  9.3    MM    MM    MM  MM 1010.8  23.0  18.5    MM   MM   MM    MM
MCGA1 2012 02 24 15 06 230  5.1  9.8    MM    MM    MM  MM 1010.8  22.8  18.5    MM   MM   MM    MM
MCGA1 2012 02 24 15 00 230  4.6 11.3    MM    MM    MM  MM 1010.7  22.6  18.5    MM   MM +0.8    MM
MCGM4 2012 02 24 15 36 340  4.1  7.7    MM    MM    MM  MM 1004.7  -2.4    MM    MM   MM   MM    MM
MCGM4 2012 02 24 15 30 340  5.1  9.3    MM    MM    MM  MM 1004.7  -2.3    MM    MM   MM   MM    MM
MCGM4 2012 02 24 15 24 340  4.6  7.2    MM    MM    MM  MM 1004.7  -2.4    MM    MM   MM   MM    MM
MCGM4 2012 02 24 15 18 340  3.6  7.2    MM    MM    MM  MM 1004.7  -2.3    MM    MM   MM   MM    MM
MCGM4 2012 02 24 15 12 340  4.1  7.7    MM    MM    MM  MM 1004.8  -2.3    MM    MM   MM   MM    MM
MCGM4 2012 02 24 15 06 330  3.6  8.2    MM    MM    MM  MM 1004.8  -2.3    MM    MM   MM   MM    MM
MCGM4 2012 02 24 15 00 330  4.1  6.7    MM    MM    MM  MM 1004.9  -2.3    MM    MM   MM +0.0    MM
MCYI3 2012 02 24 15 30 330 13.9 17.0    MM    MM    MM  MM     MM   1.2    MM    MM   MM   MM    MM
MCYI3 2012 02 24 15 15 330 13.4 16.0    MM    MM    MM  MM     MM   1.0    MM    MM   MM   MM    MM
MCYI3 2012 02 24 15 00 330 14.9 17.0    MM    MM    MM  MM     MM   1.0    MM    MM   MM   MM    MM
MDRM1 2012 02 24 15 00  20  1.0  2.1    MM    MM    MM  MM 1008.8   2.9    MM  -0.2   MM -0.0    MM
MEEM4 2012 02 24 15 40  10 12.4 14.9    MM    MM    MM  MM 1000.0  -0.3    MM    MM   MM   MM    MM
MEEM4 2012 02 24 15 30  10 12.4 14.4    MM    MM    MM  MM 1000.3  -0.3    MM    MM   MM   MM    MM
MEEM4 2012 02 24 15 20  20 10.8 13.9    MM    MM    MM  MM 1000.3  -0.1    MM    MM   MM   MM    MM
MEEM4 2012 02 24 15 10  20 12.9 14.4    MM    MM    MM  MM 1000.3  -0.2    MM    MM   MM   MM    MM
MEEM4 2012 02 24 15 00  10 10.8 13.4    MM    MM    MM  MM  999.7  -0.3    MM    MM   MM +0.0    MM
MGIP4 2012 02 24 15 36 130  3.1  6.2    MM    MM    MM  MM 1019.1  27.2  26.9    MM   MM   MM    MM
MGIP4 2012 02 24 15 30 150  2.1  6.2    MM    MM    MM  MM 1019.1  27.3  26.9    MM   MM   MM    MM
MGIP4 2012 02 24 15 24 140  2.1  5.1    MM    MM    MM  MM 1019.2  27.4  26.9    MM   MM   MM    MM
MGIP4 2012 02 24 15 18 130  2.6  5.1    MM    MM    MM  MM 1019.2  27.1  26.9    MM   MM   MM    MM
MGIP4 2012 02 24 15 12 140  3.1  4.6    MM    MM    MM  MM 1019.2  26.6  26.9    MM   MM   MM    MM
MGIP4 2012 02 24 15 06 160  2.6  5.1    MM    MM    MM  MM 1019.3  26.7  26.9    MM   MM   MM    MM
MGIP4 2012 02 24 15 00 150  3.6  6.2    MM    MM    MM  MM 1019.4  26.2  26.9    MM   MM +1.3    MM
MGPT2 2012 02 24 15 42  20 10.8 13.4    MM    MM    MM  MM 1018.2  14.9  17.0    MM   MM   MM    MM
MGPT2 2012 02 24 15 36  20 10.3 12.9    MM    MM    MM  MM 1018.2  14.9  17.0    MM   MM   MM    MM
MGPT2 2012 02 24 15 30  10  7.2 11.8    MM    MM    MM  MM 1018.2  15.1  17.0    MM   MM   MM    MM
MGPT2 2012 02 24 15 24  20  9.8 13.4    MM    MM    MM  MM 1017.8  15.2  17.0    MM   MM   MM    MM
MGPT2 2012 02 24 15 18  20  6.7 12.9    MM    MM    MM  MM 1017.7  15.2  17.0    MM   MM   MM    MM
MGPT2 2012 02 24 15 12  20  7.7 11.8    MM    MM    MM  MM 1017.5  15.2  17.0    MM   MM   MM    MM
MGPT2 2012 02 24 15 06  20  7.7 10.8    MM    MM    MM  MM 1017.4  15.2  17.0    MM   MM   MM    MM
MGPT2 2012 02 24 15 00  20  8.2 10.8    MM    MM    MM  MM 1017.1  15.2  17.0    MM   MM +5.1    MM
MGZP4 2012 02 24 15 42 250  3.6  4.1    MM    MM    MM  MM     MM  26.2  27.6    MM   MM   MM    MM
MGZP4 2012 02 24 15 36 250  3.6  3.6    MM    MM    MM  MM     MM  26.2  27.6    MM   MM   MM    MM
MGZP4 2012 02 24 15 30 260  2.6  3.1    MM    MM    MM  MM     MM  26.1  27.6    MM   MM   MM    MM
MGZP4 2012 02 24 15 24 280  2.6  3.1    MM    MM    MM  MM     MM  26.0  27.6    MM   MM   MM    MM
MGZP4 2012 02 24 15 18 300  3.1  4.1    MM    MM    MM  MM     MM  25.9  27.5    MM   MM   MM    MM
MGZP4 2012 02 24 15 12 290  2.6  3.1    MM    MM    MM  MM     MM  25.8  27.5    MM   MM   MM    MM
MGZP4 2012 02 24 15 06 290  2.6  3.1    MM    MM    MM  MM     MM  25.9  27.5    MM   MM   MM    MM
MGZP4 2012 02 24 15 00 290  2.6  2.6    MM    MM    MM  MM     MM  25.8  27.6    MM   MM   MM    MM
MHPA1 2012 02 24 15 00 190  5.1   MM    MM    MM    MM  MM 1011.2  18.6    MM    MM   MM +1.0    MM
MISM1 2012 02 24 15 00  70  1.5  1.5    MM    MM    MM  MM 1008.8   2.7    MM  -1.3   MM +0.8    MM
MISP4 2012 02 24 15 42  MM   MM   MM    MM    MM    MM  MM 1019.7  28.1  26.2    MM   MM   MM    MM
MISP4 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1019.8  28.2  26.2    MM   MM   MM    MM
MISP4 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1019.8  28.0  26.2    MM   MM   MM    MM
MISP4 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1020.0  27.4  26.1    MM   MM   MM    MM
MISP4 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1020.0  27.4  26.1    MM   MM   MM    MM
MISP4 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1020.1  27.3  26.1    MM   MM   MM    MM
MISP4 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1020.1  27.4  26.1    MM   MM   MM    MM
MISP4 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1020.1  27.6  26.1    MM   MM +1.2    MM
MKGM4 2012 02 24 15 30 360  6.7  9.8    MM    MM    MM  MM     MM  -0.6    MM  -1.7   MM   MM    MM
MKGM4 2012 02 24 15 15 360  6.2  8.8    MM    MM    MM  MM     MM  -0.7    MM  -1.8   MM   MM    MM
MKGM4 2012 02 24 15 00 360  6.7  9.3    MM    MM    MM  MM     MM  -0.7    MM  -1.8   MM   MM    MM
MLRF1 2012 02 24 15 00 200  4.1  4.6    MM    MM    MM  MM 1018.5  24.7  24.3    MM   MM +1.8    MM
MLSC1 2012 02 24 15 51 120  3.6 10.3    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
MLSC1 2012 02 24 15 35 120  2.6  7.7    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
MLSC1 2012 02 24 15 20 150  1.0  3.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
MLSC1 2012 02 24 15 04  MM  0.0  0.5    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
MLWW3 2012 02 24 15 30 330  5.7  9.3    MM    MM    MM  MM     MM  -0.6    MM    MM   MM   MM    MM
MLWW3 2012 02 24 15 15 330  5.1  7.2    MM    MM    MM  MM     MM  -0.6    MM    MM   MM   MM    MM
MLWW3 2012 02 24 15 00 330  5.7  7.7    MM    MM    MM  MM     MM  -0.6    MM    MM   MM   MM    MM
MNMM4 2012 02 24 15 36 340  6.2  7.7    MM    MM    MM  MM 1003.4  -1.1    MM    MM   MM   MM    MM
MNMM4 2012 02 24 15 30 340  5.7  6.7    MM    MM    MM  MM 1003.4  -1.2    MM    MM   MM   MM    MM
MNMM4 2012 02 24 15 24 340  5.7  6.7    MM    MM    MM  MM 1003.4  -1.3    MM    MM   MM   MM    MM
MNMM4 2012 02 24 15 18 340  5.7  7.2    MM    MM    MM  MM 1003.4  -1.3    MM    MM   MM   MM    MM
MNMM4 2012 02 24 15 12 340  6.2  6.7    MM    MM    MM  MM 1003.4  -1.4    MM    MM   MM   MM    MM
MNMM4 2012 02 24 15 06 330  5.7  6.2    MM    MM    MM  MM 1003.4  -1.4    MM    MM   MM   MM    MM
MNMM4 2012 02 24 15 00 330  4.6  6.2    MM    MM    MM  MM 1003.4  -1.4    MM    MM   MM +0.5    MM
MNPV2 2012 02 24 15 36 240  7.7 11.3    MM    MM    MM  MM 1001.3  23.5  10.6    MM   MM   MM    MM
MNPV2 2012 02 24 15 30 240  5.7  8.8    MM    MM    MM  MM 1001.5  23.5  10.6    MM   MM   MM    MM
MNPV2 2012 02 24 15 24 250  5.7  8.8    MM    MM    MM  MM 1001.4  23.2  10.5    MM   MM   MM    MM
MNPV2 2012 02 24 15 18 240  7.2 10.8    MM    MM    MM  MM 1001.4  23.1  10.6    MM   MM   MM    MM
MNPV2 2012 02 24 15 12 250  8.2 11.8    MM    MM    MM  MM 1001.5  22.8  10.5    MM   MM   MM    MM
MNPV2 2012 02 24 15 06 250  9.3 12.4    MM    MM    MM  MM 1001.6  22.6  10.4    MM   MM   MM    MM
MNPV2 2012 02 24 15 00 250  6.7 11.8    MM    MM    MM  MM 1001.8  22.5  10.3    MM   MM +0.5    MM
MOKH1 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1015.1    MM  24.1    MM   MM   MM    MM
MOKH1 2012 02 24 15 30 100  3.1  4.1    MM    MM    MM  MM 1015.0  22.5  24.1    MM   MM   MM    MM
MOKH1 2012 02 24 15 24 100  4.6  5.1    MM    MM    MM  MM     MM  22.6    MM    MM   MM   MM    MM
MOKH1 2012 02 24 15 18 100  4.1  5.7    MM    MM    MM  MM     MM  22.5    MM    MM   MM   MM    MM
MOKH1 2012 02 24 15 12  90  3.6  4.1    MM    MM    MM  MM     MM  22.5    MM    MM   MM   MM    MM
MOKH1 2012 02 24 15 06  90  3.6  4.1    MM    MM    MM  MM     MM  22.5    MM    MM   MM   MM    MM
MOKH1 2012 02 24 15 00  80  4.1  4.6    MM    MM    MM  MM     MM  22.5    MM    MM   MM   MM    MM
MQTT2 2012 02 24 15 36  10 15.4 19.0    MM    MM    MM  MM     MM  15.5  16.7    MM   MM   MM    MM
MQTT2 2012 02 24 15 30  10 18.0 22.1    MM    MM    MM  MM     MM  15.5  16.7    MM   MM   MM    MM
MQTT2 2012 02 24 15 24  20 19.6 22.7    MM    MM    MM  MM     MM  15.5  16.7    MM   MM   MM    MM
MQTT2 2012 02 24 15 18  20 18.5 22.7    MM    MM    MM  MM     MM  15.7  16.7    MM   MM   MM    MM
MQTT2 2012 02 24 15 12  20 18.0 20.1    MM    MM    MM  MM     MM  15.4  16.7    MM   MM   MM    MM
MQTT2 2012 02 24 15 06  10 16.0 20.6    MM    MM    MM  MM     MM  15.3  16.7    MM   MM   MM    MM
MQTT2 2012 02 24 15 00  10 17.5 20.1    MM    MM    MM  MM     MM  15.2  16.8    MM   MM   MM    MM
MRCP1 2012 02 24 15 42  MM   MM   MM    MM    MM    MM  MM 1001.1   6.0   5.9    MM   MM   MM    MM
MRCP1 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1001.4   6.0   5.9    MM   MM   MM    MM
MRCP1 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1001.4   6.0   5.9    MM   MM   MM    MM
MRCP1 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1001.4   6.0   5.9    MM   MM   MM    MM
MRCP1 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1001.4   6.0   5.9    MM   MM   MM    MM
MRCP1 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1001.1   6.0   5.9    MM   MM   MM    MM
MRCP1 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1001.5   6.0   5.9    MM   MM   MM    MM
MRCP1 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1001.6   5.9   5.9    MM   MM +0.5    MM
MRHO1 2012 02 24 15 36 230  4.6  8.2    MM    MM    MM  MM  993.5   6.4    MM    MM   MM   MM    MM
MRHO1 2012 02 24 15 30 240  5.1 10.3    MM    MM    MM  MM  993.5   6.4    MM    MM   MM   MM    MM
MRHO1 2012 02 24 15 24 220  4.1  8.2    MM    MM    MM  MM  993.3   6.5    MM    MM   MM   MM    MM
MRHO1 2012 02 24 15 18 220  4.1  7.7    MM    MM    MM  MM  993.3   6.1    MM    MM   MM   MM    MM
MRHO1 2012 02 24 15 12 220  3.1  8.2    MM    MM    MM  MM  993.3   5.8    MM    MM   MM   MM    MM
MRHO1 2012 02 24 15 06 220  4.1  7.7    MM    MM    MM  MM  993.4   5.7    MM    MM   MM   MM    MM
MRHO1 2012 02 24 15 00 240  4.6  9.8    MM    MM    MM  MM  993.4   5.3    MM    MM   MM +0.0    MM
MRKA2 2012 02 24 15 30  20  5.1  5.7    MM    MM    MM  MM 1020.3  -3.1    MM    MM   MM   MM    MM
MRKA2 2012 02 24 15 00  40  4.1  4.6    MM    MM    MM  MM 1020.3  -3.0    MM    MM   MM +0.0    MM
MROS1 2012 02 24 15 36 210  6.7  7.7    MM    MM    MM  MM 1008.0  15.0  13.3    MM   MM   MM    MM
MROS1 2012 02 24 15 30 200  7.2  8.2    MM    MM    MM  MM 1007.9  15.0  13.3    MM   MM   MM    MM
MROS1 2012 02 24 15 24 200  6.7  7.7    MM    MM    MM  MM 1007.8  14.9  13.3    MM   MM   MM    MM
MROS1 2012 02 24 15 18 200  6.7  7.7    MM    MM    MM  MM 1007.9  14.9  13.3    MM   MM   MM    MM
MROS1 2012 02 24 15 12 200  6.7  8.2    MM    MM    MM  MM 1007.9  14.8  13.3    MM   MM   MM    MM
MROS1 2012 02 24 15 06 210  6.7  7.7    MM    MM    MM  MM 1007.9  14.9  13.2    MM   MM   MM    MM
MROS1 2012 02 24 15 00 210  6.7  7.7    MM    MM    MM  MM 1007.8  14.9  13.3    MM   MM +1.0    MM
MTYC1 2012 02 24 15 36 160  1.0  1.5    MM    MM    MM  MM 1016.9   9.7  12.6    MM   MM   MM    MM
MTYC1 2012 02 24 15 30 160  0.5  1.0    MM    MM    MM  MM 1016.9   9.2  12.6    MM   MM   MM    MM
MTYC1 2012 02 24 15 24 170  1.0  1.5    MM    MM    MM  MM     MM   8.6    MM    MM   MM   MM    MM
MTYC1 2012 02 24 15 18 170  1.5  1.5    MM    MM    MM  MM     MM   8.2    MM    MM   MM   MM    MM
MTYC1 2012 02 24 15 12 170  1.5  2.1    MM    MM    MM  MM     MM   7.7    MM    MM   MM   MM    MM
MTYC1 2012 02 24 15 06 150  1.5  2.1    MM    MM    MM  MM     MM   8.4    MM    MM   MM   MM    MM
MTYC1 2012 02 24 15 00 120  0.5  1.0    MM    MM    MM  MM     MM   8.3    MM    MM   MM   MM    MM
MYPF1 2012 02 24 15 36 250  7.2 10.3    MM    MM    MM  MM     MM  23.6  16.3    MM   MM   MM    MM
MYPF1 2012 02 24 15 30 250  8.8 11.8    MM    MM    MM  MM     MM  23.3  16.3    MM   MM   MM    MM
MYPF1 2012 02 24 15 24 240  9.3 11.8    MM    MM    MM  MM     MM  23.5  16.3    MM   MM   MM    MM
MYPF1 2012 02 24 15 18 250  8.2 10.3    MM    MM    MM  MM     MM  23.3  16.4    MM   MM   MM    MM
MYPF1 2012 02 24 15 12 250  8.8 11.3    MM    MM    MM  MM     MM  23.2  16.4    MM   MM   MM    MM
MYPF1 2012 02 24 15 06 250 10.8 13.9    MM    MM    MM  MM     MM  23.2  16.4    MM   MM   MM    MM
MYPF1 2012 02 24 15 00 240  9.3 13.4    MM    MM    MM  MM     MM  22.8  16.4    MM   MM   MM    MM
MZXC1 2012 02 24 15 36 130  3.1  3.6    MM    MM    MM  MM 1018.0  13.5    MM    MM   MM   MM    MM
MZXC1 2012 02 24 15 30 130  2.6  3.1    MM    MM    MM  MM 1017.9  13.6    MM    MM   MM   MM    MM
MZXC1 2012 02 24 15 24 130  1.5  2.6    MM    MM    MM  MM 1017.8  13.5    MM    MM   MM   MM    MM
MZXC1 2012 02 24 15 18 130  2.6  3.1    MM    MM    MM  MM 1017.8  13.0    MM    MM   MM   MM    MM
MZXC1 2012 02 24 15 12 130  2.6  2.6    MM    MM    MM  MM 1017.7  12.8    MM    MM   MM   MM    MM
MZXC1 2012 02 24 15 06 110  2.1  3.1    MM    MM    MM  MM 1017.6  13.0    MM    MM   MM   MM    MM
MZXC1 2012 02 24 15 00 120  2.1  2.6    MM    MM    MM  MM 1017.6  12.9    MM    MM   MM +0.9    MM
NABM4 2012 02 24 15 40 360  6.2  8.8    MM    MM    MM  MM  999.7  -1.5    MM    MM   MM   MM    MM
NABM4 2012 02 24 15 30 350  6.2  7.7    MM    MM    MM  MM 1000.0  -1.6    MM    MM   MM   MM    MM
NABM4 2012 02 24 15 20 360  5.1  7.7    MM    MM    MM  MM 1000.0  -1.7    MM    MM   MM   MM    MM
NABM4 2012 02 24 15 10 350  4.6  7.7    MM    MM    MM  MM 1000.3  -1.8    MM    MM   MM   MM    MM
NABM4 2012 02 24 15 00 350  4.6  6.7    MM    MM    MM  MM 1000.3  -1.9    MM    MM   MM -0.4    MM
NBLP1 2012 02 24 15 42  MM  3.6  5.1    MM    MM    MM  MM 1001.7   5.9   6.7    MM   MM   MM    MM
NBLP1 2012 02 24 15 36  MM  3.1  7.7    MM    MM    MM  MM 1001.8   5.9   6.6    MM   MM   MM    MM
NBLP1 2012 02 24 15 30  MM  5.1  7.7    MM    MM    MM  MM 1001.7   5.8   6.6    MM   MM   MM    MM
NBLP1 2012 02 24 15 24  MM  3.1  9.8    MM    MM    MM  MM 1001.4   5.8   6.6    MM   MM   MM    MM
NBLP1 2012 02 24 15 18  MM  2.6  7.2    MM    MM    MM  MM 1001.5   5.8   6.6    MM   MM   MM    MM
NBLP1 2012 02 24 15 12  MM  4.6  7.2    MM    MM    MM  MM 1001.7   5.7   6.5    MM   MM   MM    MM
NBLP1 2012 02 24 15 06  MM  5.7  8.8    MM    MM    MM  MM 1001.7   5.7   6.5    MM   MM   MM    MM
NBLP1 2012 02 24 15 00  MM  5.7  8.8    MM    MM    MM  MM 1001.6   5.6   6.5    MM   MM -1.2    MM
NEAW1 2012 02 24 15 36 160  5.7 10.3    MM    MM    MM  MM 1013.0   6.4   7.7    MM   MM   MM    MM
NEAW1 2012 02 24 15 30 150  6.2 11.3    MM    MM    MM  MM 1013.3   6.5   7.7    MM   MM   MM    MM
NEAW1 2012 02 24 15 24 150  5.1 11.8    MM    MM    MM  MM 1013.4   6.4   7.7    MM   MM   MM    MM
NEAW1 2012 02 24 15 18 170  4.1 14.9    MM    MM    MM  MM 1013.7   6.5   7.7    MM   MM   MM    MM
NEAW1 2012 02 24 15 12 120  3.6  9.3    MM    MM    MM  MM 1013.9   6.5   7.7    MM   MM   MM    MM
NEAW1 2012 02 24 15 06 140  5.7  9.8    MM    MM    MM  MM 1014.0   6.4   7.7    MM   MM   MM    MM
NEAW1 2012 02 24 15 00 150  3.6  7.7    MM    MM    MM  MM 1014.2   6.4   7.7    MM   MM -4.5    MM
NIAN6 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM  993.4   1.6    MM    MM   MM   MM    MM
NIAN6 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM  993.4   1.6    MM    MM   MM   MM    MM
NIAN6 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM  993.5   1.6    MM    MM   MM   MM    MM
NIAN6 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM  993.7   1.7    MM    MM   MM   MM    MM
NIAN6 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM  994.0   1.6    MM    MM   MM   MM    MM
NIAN6 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM  994.2   1.6    MM    MM   MM   MM    MM
NIAN6 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM  994.6   1.6    MM    MM   MM -2.8    MM
NKTA2 2012 02 24 15 36  80  1.0  1.5    MM    MM    MM  MM 1024.9 -14.7    MM    MM   MM   MM    MM
NKTA2 2012 02 24 15 30  90  1.0  1.5    MM    MM    MM  MM 1024.9 -14.8    MM    MM   MM   MM    MM
NKTA2 2012 02 24 15 24  90  1.5  2.1    MM    MM    MM  MM 1024.8 -14.8    MM    MM   MM   MM    MM
NKTA2 2012 02 24 15 18  70  1.5  1.5    MM    MM    MM  MM 1024.8 -14.5    MM    MM   MM   MM    MM
NKTA2 2012 02 24 15 12  70  0.5  1.0    MM    MM    MM  MM 1024.7 -14.4    MM    MM   MM   MM    MM
NKTA2 2012 02 24 15 06  70  1.0  1.0    MM    MM    MM  MM 1024.7 -14.3    MM    MM   MM   MM    MM
NKTA2 2012 02 24 15 00  80  1.0  1.5    MM    MM    MM  MM 1024.7 -14.3    MM    MM   MM +0.4    MM
NLNC3 2012 02 24 15 36  80  3.1  5.1    MM    MM    MM  MM 1006.3   1.7   6.6    MM   MM   MM    MM
NLNC3 2012 02 24 15 30  50  2.1  3.1    MM    MM    MM  MM 1006.7   1.6   6.6    MM   MM   MM    MM
NLNC3 2012 02 24 15 24  50  1.5  3.1    MM    MM    MM  MM 1007.0   1.6   6.6    MM   MM   MM    MM
NLNC3 2012 02 24 15 18  50  1.5  3.6    MM    MM    MM  MM 1007.0   1.6   6.6    MM   MM   MM    MM
NLNC3 2012 02 24 15 12  40  2.1  3.1    MM    MM    MM  MM 1007.0   1.6   6.6    MM   MM   MM    MM
NLNC3 2012 02 24 15 06  50  2.1  3.6    MM    MM    MM  MM 1006.9   1.6   6.6    MM   MM   MM    MM
NLNC3 2012 02 24 15 00  40  1.5  3.1    MM    MM    MM  MM 1006.8   1.5   6.6    MM   MM -0.3    MM
NMTA2 2012 02 24 15 36 260  0.5  1.0    MM    MM    MM  MM 1033.5 -27.1    MM    MM   MM   MM    MM
NMTA2 2012 02 24 15 30  MM  0.0  1.0    MM    MM    MM  MM 1033.4 -26.9    MM    MM   MM   MM    MM
NMTA2 2012 02 24 15 24 360  0.5  1.5    MM    MM    MM  MM 1033.3 -27.6    MM    MM   MM   MM    MM
NMTA2 2012 02 24 15 18 100  2.1  2.1    MM    MM    MM  MM 1033.3 -27.9    MM    MM   MM   MM    MM
NMTA2 2012 02 24 15 12 110  1.5  1.5    MM    MM    MM  MM 1033.4 -27.4    MM    MM   MM   MM    MM
NMTA2 2012 02 24 15 06  80  1.5  2.6    MM    MM    MM  MM 1033.3 -28.3    MM    MM   MM   MM    MM
NMTA2 2012 02 24 15 00  90  2.1  2.6    MM    MM    MM  MM 1033.4 -28.7    MM    MM   MM +0.0    MM
NPDW3 2012 02 24 15 40 350  5.7  7.7    MM    MM    MM  MM 1002.4  -2.0    MM    MM   MM   MM    MM
NPDW3 2012 02 24 15 30 340  6.2  7.7    MM    MM    MM  MM 1002.4  -1.9    MM    MM   MM   MM    MM
NPDW3 2012 02 24 15 20 340  6.2  7.7    MM    MM    MM  MM 1002.4  -2.0    MM    MM   MM   MM    MM
NPDW3 2012 02 24 15 10 340  6.7  7.7    MM    MM    MM  MM 1002.4  -1.9    MM    MM   MM   MM    MM
NPDW3 2012 02 24 15 00 340  6.2  8.8    MM    MM    MM  MM 1002.4  -1.9    MM    MM   MM +0.4    MM
NPSF1 2012 02 24 15 36 180  4.1  7.2    MM    MM    MM  MM 1017.7  23.9  22.7    MM   MM   MM    MM
NPSF1 2012 02 24 15 30 170  3.6  8.2    MM    MM    MM  MM 1017.6  23.9  22.7    MM   MM   MM    MM
NPSF1 2012 02 24 15 24 170  3.6  8.8    MM    MM    MM  MM 1017.6  24.0  22.6    MM   MM   MM    MM
NPSF1 2012 02 24 15 18 170  4.1  8.2    MM    MM    MM  MM 1017.6  24.0  22.6    MM   MM   MM    MM
