#STN  YY   MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#txt  yr   mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi  hPa    ft
BHBM3 2012 02 23 18 48  MM   MM   MM    MM    MM    MM  MM  995.5  11.0   4.2    MM   MM   MM    MM
BHBM3 2012 02 23 18 42  MM   MM   MM    MM    MM    MM  MM  995.4  11.0   4.2    MM   MM   MM    MM
BHBM3 2012 02 23 18 36  MM   MM   MM    MM    MM    MM  MM  995.3  11.3   4.2    MM   MM   MM    MM
BHBM3 2012 02 23 18 30  MM   MM   MM    MM    MM    MM  MM  995.2  11.3   4.2    MM   MM   MM    MM
BHBM3 2012 02 23 18 24  MM   MM   MM    MM    MM    MM  MM  995.1  12.2   4.2    MM   MM   MM    MM
BHBM3 2012 02 23 18 18  MM   MM   MM    MM    MM    MM  MM  995.0  12.2   4.2    MM   MM   MM    MM
BHBM3 2012 02 23 18 12  MM   MM   MM    MM    MM    MM  MM  995.0  11.2   4.1    MM   MM   MM    MM
BHBM3 2012 02 23 18 06  MM   MM   MM    MM    MM    MM  MM  995.0  11.4   4.1    MM   MM   MM    MM
BHBM3 2012 02 23 18 00  MM   MM   MM    MM    MM    MM  MM  995.0  11.1   4.1    MM   MM +0.4    MM
BHRI3 2012 02 23 18 40 160  6.2  9.3    MM    MM    MM  MM 1001.0   3.1    MM    MM   MM   MM    MM
BHRI3 2012 02 23 18 30 160  5.7  7.7    MM    MM    MM  MM 1001.0   3.0    MM    MM   MM   MM    MM
BHRI3 2012 02 23 18 20 160  4.6  6.7    MM    MM    MM  MM 1001.0   2.8    MM    MM   MM   MM    MM
BHRI3 2012 02 23 18 10 150  3.6  9.8    MM    MM    MM  MM 1001.0   3.1    MM    MM   MM   MM    MM
BHRI3 2012 02 23 18 00 140  4.6  7.2    MM    MM    MM  MM 1001.0   3.1    MM    MM   MM -0.4    MM
BIGM4 2012 02 23 18 40  10  3.6  4.6    MM    MM    MM  MM     MM  -0.9    MM    MM   MM   MM    MM
BIGM4 2012 02 23 18 30  10  3.6  4.6    MM    MM    MM  MM     MM  -0.7    MM    MM   MM   MM    MM
BIGM4 2012 02 23 18 20  10  3.6  4.6    MM    MM    MM  MM     MM  -0.8    MM    MM   MM   MM    MM
BIGM4 2012 02 23 18 10  10  4.1  4.6    MM    MM    MM  MM     MM  -0.6    MM    MM   MM   MM    MM
BIGM4 2012 02 23 18 00  20  3.6  4.1    MM    MM    MM  MM     MM  -0.4    MM    MM   MM   MM    MM
BISM2 2012 02 23 18 54 130  3.1  3.1    MM    MM    MM  MM 1002.4  10.0  11.4    MM   MM   MM    MM
BISM2 2012 02 23 18 48 120  2.6  3.1    MM    MM    MM  MM 1002.4  10.3  11.4    MM   MM   MM    MM
BISM2 2012 02 23 18 42 110  2.1  3.1    MM    MM    MM  MM 1002.4  11.3  11.4    MM   MM   MM    MM
BISM2 2012 02 23 18 36 120  2.6  2.6    MM    MM    MM  MM 1002.3  10.4  11.4    MM   MM   MM    MM
BISM2 2012 02 23 18 30 130  2.1  2.6    MM    MM    MM  MM 1002.3  10.0  11.5    MM   MM   MM    MM
BISM2 2012 02 23 18 24 130  2.6  3.6    MM    MM    MM  MM 1002.3   9.8  11.6    MM   MM   MM    MM
BISM2 2012 02 23 18 18 160  2.6  2.6    MM    MM    MM  MM 1002.5  11.9  11.6    MM   MM   MM    MM
BISM2 2012 02 23 18 12 230  2.6  2.6    MM    MM    MM  MM 1002.6  12.3  11.6    MM   MM   MM    MM
BISM2 2012 02 23 18 06 230  2.6  2.6    MM    MM    MM  MM 1002.6  12.6  11.6    MM   MM   MM    MM
BISM2 2012 02 23 18 00 230  2.6  2.6    MM    MM    MM  MM 1002.6  12.3  11.6    MM   MM -0.9    MM
BLIA2 2012 02 23 18 58  70  4.6  5.1    MM    MM    MM  MM 1018.0  -0.1    MM    MM   MM +0.5    MM
BLIA2 2012 02 23 18 28  60  3.6  4.1    MM    MM    MM  MM 1017.8  -0.2    MM    MM   MM   MM    MM
BLTA2 2012 02 23 18 00 100  1.5  3.6    MM    MM    MM  MM 1023.1   0.6    MM  -0.6   MM +1.0    MM
BLTM2 2012 02 23 18 54 330  2.6  5.1    MM    MM    MM  MM 1001.6  16.3   7.1    MM   MM   MM    MM
BLTM2 2012 02 23 18 48 340  3.1  4.6    MM    MM    MM  MM 1001.5  16.0   7.1    MM   MM   MM    MM
BLTM2 2012 02 23 18 42 320  2.1  6.7    MM    MM    MM  MM 1001.4  15.2   7.1    MM   MM   MM    MM
BLTM2 2012 02 23 18 36  10  3.6  5.7    MM    MM    MM  MM 1001.4  15.5   7.1    MM   MM   MM    MM
BLTM2 2012 02 23 18 30 350  4.1  6.2    MM    MM    MM  MM 1001.5  15.1   7.1    MM   MM   MM    MM
BLTM2 2012 02 23 18 24  10  3.6  4.6    MM    MM    MM  MM 1001.6  15.5   6.9    MM   MM   MM    MM
BLTM2 2012 02 23 18 18 340  2.6  7.7    MM    MM    MM  MM 1001.5  15.1   6.8    MM   MM   MM    MM
BLTM2 2012 02 23 18 12 350  2.6  5.7    MM    MM    MM  MM 1001.5  15.3   6.7    MM   MM   MM    MM
BLTM2 2012 02 23 18 06 330  4.6  6.7    MM    MM    MM  MM 1001.5  14.9   6.6    MM   MM   MM    MM
BLTM2 2012 02 23 18 00 350  3.1  5.7    MM    MM    MM  MM 1001.3  14.6   6.6    MM   MM -0.4    MM
BLTM3 2012 02 23 18 54 270  8.8 10.3    MM    MM    MM  MM  995.6  11.4    MM    MM   MM   MM    MM
BLTM3 2012 02 23 18 48 280  7.2  9.3    MM    MM    MM  MM  995.6  11.6    MM    MM   MM   MM    MM
BLTM3 2012 02 23 18 42 290  6.2  8.8    MM    MM    MM  MM  995.3  12.0    MM    MM   MM   MM    MM
BLTM3 2012 02 23 18 36 300  6.2  7.2    MM    MM    MM  MM  995.2  11.9    MM    MM   MM   MM    MM
BLTM3 2012 02 23 18 30 300  6.2  7.7    MM    MM    MM  MM  995.1  11.9    MM    MM   MM   MM    MM
BLTM3 2012 02 23 18 24 280  6.7  8.2    MM    MM    MM  MM  995.1  12.2    MM    MM   MM   MM    MM
BLTM3 2012 02 23 18 18 300  6.2  8.2    MM    MM    MM  MM  995.0  12.2    MM    MM   MM   MM    MM
BLTM3 2012 02 23 18 12 300  5.7  7.2    MM    MM    MM  MM  995.0  12.5    MM    MM   MM   MM    MM
BLTM3 2012 02 23 18 06 280  7.2  8.8    MM    MM    MM  MM  994.8  12.4    MM    MM   MM   MM    MM
BLTM3 2012 02 23 18 00 290  5.7  7.2    MM    MM    MM  MM  994.9  12.7    MM    MM   MM -0.4    MM
BRHC3 2012 02 23 18 54 290  8.8 12.9    MM    MM    MM  MM  999.7  11.4   5.1    MM   MM   MM    MM
BRHC3 2012 02 23 18 48 300  7.2 16.0    MM    MM    MM  MM  999.5  11.3   5.1    MM   MM   MM    MM
BRHC3 2012 02 23 18 42 300  6.7 12.4    MM    MM    MM  MM  999.5  11.5   5.1    MM   MM   MM    MM
BRHC3 2012 02 23 18 36 310  4.6 11.3    MM    MM    MM  MM  999.3  11.8   5.0    MM   MM   MM    MM
BRHC3 2012 02 23 18 30 310  7.2 12.9    MM    MM    MM  MM  999.2  12.0   5.0    MM   MM   MM    MM
BRHC3 2012 02 23 18 24 320  5.1 10.8    MM    MM    MM  MM  998.9  12.4   5.1    MM   MM   MM    MM
BRHC3 2012 02 23 18 18 320  7.2 10.3    MM    MM    MM  MM  998.6  12.7   5.1    MM   MM   MM    MM
BRHC3 2012 02 23 18 12 300  6.7 10.8    MM    MM    MM  MM  998.5  12.5   5.1    MM   MM   MM    MM
BRHC3 2012 02 23 18 06 290  6.2  9.8    MM    MM    MM  MM  998.5  12.8   5.1    MM   MM   MM    MM
BRHC3 2012 02 23 18 00 310  5.7 10.3    MM    MM    MM  MM  998.5  12.5   5.1    MM   MM +1.9    MM
BRND1 2012 02 23 18 48 310  6.7  7.7    MM    MM    MM  MM 1001.6  10.6   6.6    MM   MM   MM    MM
BRND1 2012 02 23 18 42 310  7.2  8.2    MM    MM    MM  MM 1001.6  10.5   6.6    MM   MM   MM    MM
BRND1 2012 02 23 18 36 300  7.2  7.7    MM    MM    MM  MM 1001.6  10.8   6.6    MM   MM   MM    MM
BRND1 2012 02 23 18 30 310  6.7  7.7    MM    MM    MM  MM 1001.5  10.4   6.6    MM   MM   MM    MM
BRND1 2012 02 23 18 24 300  7.7  8.8    MM    MM    MM  MM 1001.5  10.2   6.6    MM   MM   MM    MM
BRND1 2012 02 23 18 18 300  7.7  8.2    MM    MM    MM  MM 1001.4  10.5   6.6    MM   MM   MM    MM
BRND1 2012 02 23 18 12 310  6.7  8.2    MM    MM    MM  MM 1001.6   9.9   6.6    MM   MM   MM    MM
BRND1 2012 02 23 18 06 290  6.7  7.7    MM    MM    MM  MM 1001.6  10.4   6.6    MM   MM   MM    MM
BRND1 2012 02 23 18 00 310  5.1  9.3    MM    MM    MM  MM 1001.6   9.6   6.6    MM   MM +0.0    MM
BSBM4 2012 02 23 18 40 320  2.1  3.1    MM    MM    MM  MM 1002.4   2.4    MM    MM   MM   MM    MM
BSBM4 2012 02 23 18 30 320  2.1  2.6    MM    MM    MM  MM 1002.4   2.3    MM    MM   MM   MM    MM
BSBM4 2012 02 23 18 20 310  1.5  2.1    MM    MM    MM  MM 1002.7   2.6    MM    MM   MM   MM    MM
BSBM4 2012 02 23 18 10 300  1.5  2.6    MM    MM    MM  MM 1002.7   2.4    MM    MM   MM   MM    MM
BSBM4 2012 02 23 18 00 320  2.1  3.1    MM    MM    MM  MM 1002.7   2.8    MM    MM   MM +0.3    MM
BSCA1 2012 02 23 18 00 200  5.7   MM    MM    MM    MM  MM 1008.5  18.9    MM    MM   MM -1.4    MM
BUFN6 2012 02 23 18 42 220  3.6  5.1    MM    MM    MM  MM 1003.3   1.5    MM    MM   MM   MM    MM
BUFN6 2012 02 23 18 36 220  3.6  5.1    MM    MM    MM  MM 1003.3   1.6    MM    MM   MM   MM    MM
BUFN6 2012 02 23 18 30 220  3.1  5.1    MM    MM    MM  MM 1003.1   1.6    MM    MM   MM   MM    MM
BUFN6 2012 02 23 18 24 210  5.1  5.7    MM    MM    MM  MM 1003.2   1.4    MM    MM   MM   MM    MM
BUFN6 2012 02 23 18 18 210  4.6  5.1    MM    MM    MM  MM 1003.1   1.5    MM    MM   MM   MM    MM
BUFN6 2012 02 23 18 12 220  2.6  4.1    MM    MM    MM  MM 1003.1   1.6    MM    MM   MM   MM    MM
BUFN6 2012 02 23 18 06 240  3.1  5.1    MM    MM    MM  MM 1003.2   1.4    MM    MM   MM   MM    MM
BUFN6 2012 02 23 18 00 250  4.6  5.1    MM    MM    MM  MM 1003.3   1.2    MM    MM   MM +0.6    MM
BURL1 2012 02 23 18 00 200 10.3 10.3    MM    MM    MM  MM 1009.8  19.1    MM  18.6   MM -0.6    MM
BUZM3 2012 02 23 18 00 240  9.8 10.8    MM    MM    MM  MM  995.2   8.6    MM    MM   MM -0.7    MM
BYGL1 2012 02 23 18 42 220  6.2 11.8    MM    MM    MM  MM 1006.7  24.9  19.7    MM   MM   MM    MM
BYGL1 2012 02 23 18 36 230  7.2 11.8    MM    MM    MM  MM 1006.9  24.7  19.6    MM   MM   MM    MM
BYGL1 2012 02 23 18 30 220  5.1 10.8    MM    MM    MM  MM 1006.8  24.7  19.6    MM   MM   MM    MM
BYGL1 2012 02 23 18 24 220  4.6 11.3    MM    MM    MM  MM 1006.9  24.4  19.6    MM   MM   MM    MM
BYGL1 2012 02 23 18 18 230  5.7 10.3    MM    MM    MM  MM 1007.0  24.0  19.5    MM   MM   MM    MM
BYGL1 2012 02 23 18 12 220  5.7  9.3    MM    MM    MM  MM 1007.1  24.3  19.5    MM   MM   MM    MM
BYGL1 2012 02 23 18 06 230  4.6 10.3    MM    MM    MM  MM 1007.1  24.2  19.5    MM   MM   MM    MM
BYGL1 2012 02 23 18 00 210  4.1  9.8    MM    MM    MM  MM 1007.4  24.1  19.4    MM   MM -0.8    MM
BZBM3 2012 02 23 18 42  MM   MM   MM    MM    MM    MM  MM  995.9   8.9   5.3    MM   MM   MM    MM
BZBM3 2012 02 23 18 36  MM   MM   MM    MM    MM    MM  MM  995.8   9.0   5.3    MM   MM   MM    MM
BZBM3 2012 02 23 18 30  MM   MM   MM    MM    MM    MM  MM  996.0   9.2   5.3    MM   MM   MM    MM
BZBM3 2012 02 23 18 24  MM   MM   MM    MM    MM    MM  MM  995.9   9.6   5.2    MM   MM   MM    MM
BZBM3 2012 02 23 18 18  MM   MM   MM    MM    MM    MM  MM  996.0   9.8   4.9    MM   MM   MM    MM
BZBM3 2012 02 23 18 12  MM   MM   MM    MM    MM    MM  MM  995.8  10.0   4.9    MM   MM   MM    MM
BZBM3 2012 02 23 18 06  MM   MM   MM    MM    MM    MM  MM  995.7  10.0   4.9    MM   MM   MM    MM
BZBM3 2012 02 23 18 00  MM   MM   MM    MM    MM    MM  MM  995.6   9.8   4.9    MM   MM -0.4    MM
CAMM2 2012 02 23 18 48 340  3.6  4.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
CAMM2 2012 02 23 18 42 360  3.1  3.6    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
CAMM2 2012 02 23 18 36 350  4.1  4.6    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
CAMM2 2012 02 23 18 30 340  4.6  5.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
CAMM2 2012 02 23 18 24 340  3.6  4.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
CAMM2 2012 02 23 18 18 320  2.1  2.6    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
CAMM2 2012 02 23 18 12 270  2.6  2.6    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
CAMM2 2012 02 23 18 06 280  4.1  5.7    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
CAMM2 2012 02 23 18 00 270  5.1  5.7    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
CAPL1 2012 02 23 18 54 220  8.2  9.8    MM    MM    MM  MM 1005.5  18.8  17.0    MM   MM   MM    MM
CAPL1 2012 02 23 18 48 220  8.2  9.3    MM    MM    MM  MM 1005.5  18.8  17.0    MM   MM   MM    MM
CAPL1 2012 02 23 18 42 220  8.8  9.8    MM    MM    MM  MM 1005.6  18.8  16.9    MM   MM   MM    MM
CAPL1 2012 02 23 18 36 220  7.7  8.8    MM    MM    MM  MM 1005.6  18.8  16.8    MM   MM   MM    MM
CAPL1 2012 02 23 18 30 220  7.7  9.3    MM    MM    MM  MM 1005.7  18.8  16.8    MM   MM   MM    MM
CAPL1 2012 02 23 18 24 220  8.2  9.3    MM    MM    MM  MM 1005.8  18.7  16.8    MM   MM   MM    MM
CAPL1 2012 02 23 18 18 220  7.7  9.3    MM    MM    MM  MM 1005.8  18.6  16.8    MM   MM   MM    MM
CAPL1 2012 02 23 18 12 220  7.7  8.8    MM    MM    MM  MM 1005.9  18.6  16.8    MM   MM   MM    MM
CAPL1 2012 02 23 18 06 220  7.2  8.2    MM    MM    MM  MM 1006.0  18.6  16.7    MM   MM   MM    MM
CAPL1 2012 02 23 18 00 220  7.7  8.2    MM    MM    MM  MM 1006.0  18.6  16.7    MM   MM -1.0    MM
CARO3 2012 02 23 18 00  50  3.1  3.6    MM    MM    MM  MM 1032.5   7.2    MM   4.0   MM +0.5    MM
CASM1 2012 02 23 18 42  MM   MM   MM    MM    MM    MM  MM  993.3   7.8   5.5    MM   MM   MM    MM
CASM1 2012 02 23 18 36  MM   MM   MM    MM    MM    MM  MM  993.2   8.0   5.5    MM   MM   MM    MM
CASM1 2012 02 23 18 30  MM   MM   MM    MM    MM    MM  MM  993.1   7.8   5.5    MM   MM   MM    MM
CASM1 2012 02 23 18 24  MM   MM   MM    MM    MM    MM  MM  993.0   7.9   5.5    MM   MM   MM    MM
CASM1 2012 02 23 18 18  MM   MM   MM    MM    MM    MM  MM  992.6   7.8   5.5    MM   MM   MM    MM
CASM1 2012 02 23 18 12  MM   MM   MM    MM    MM    MM  MM  993.0   8.0   5.6    MM   MM   MM    MM
CASM1 2012 02 23 18 06  MM   MM   MM    MM    MM    MM  MM  993.1   8.2   5.5    MM   MM   MM    MM
CASM1 2012 02 23 18 00  MM   MM   MM    MM    MM    MM  MM  993.2   8.9   5.5    MM   MM -0.7    MM
CBBV2 2012 02 23 18 42  70  4.1  5.1    MM    MM    MM  MM 1002.7  11.5   8.7    MM   MM   MM    MM
CBBV2 2012 02 23 18 36  60  3.1  4.1    MM    MM    MM  MM 1002.7  11.7   8.7    MM   MM   MM    MM
CBBV2 2012 02 23 18 30  40  2.1  2.6    MM    MM    MM  MM 1002.7  13.3   8.4    MM   MM   MM    MM
CBBV2 2012 02 23 18 24  60  3.1  4.1    MM    MM    MM  MM 1002.7  12.8   7.6    MM   MM   MM    MM
CBBV2 2012 02 23 18 18  20  2.1  3.1    MM    MM    MM  MM 1002.8  13.3   7.3    MM   MM   MM    MM
CBBV2 2012 02 23 18 12 270  2.6  3.6    MM    MM    MM  MM 1002.8  14.5   7.2    MM   MM   MM    MM
CBBV2 2012 02 23 18 06 260  3.6  4.6    MM    MM    MM  MM 1003.0  14.5   7.2    MM   MM   MM    MM
CBBV2 2012 02 23 18 00 250  3.6  4.6    MM    MM    MM  MM 1003.0  14.3   7.2    MM   MM -1.2    MM
CBLO1 2012 02 23 18 50 270  4.1  4.1    MM    MM    MM  MM 1004.4   2.1    MM    MM   MM   MM    MM
CBLO1 2012 02 23 18 40 260  3.6  4.6    MM    MM    MM  MM 1004.1   2.0    MM    MM   MM   MM    MM
CBLO1 2012 02 23 18 30 260  3.1  3.6    MM    MM    MM  MM 1004.1   2.2    MM    MM   MM   MM    MM
CBLO1 2012 02 23 18 20 250  3.6  4.1    MM    MM    MM  MM 1004.1   2.1    MM    MM   MM   MM    MM
CBLO1 2012 02 23 18 10 240  4.1  4.1    MM    MM    MM  MM 1003.7   2.1    MM    MM   MM   MM    MM
CBLO1 2012 02 23 18 00 240  3.6  4.1    MM    MM    MM  MM 1003.7   2.0    MM    MM   MM +0.3    MM
CBRW3 2012 02 23 18 40 350  1.0  1.5    MM    MM    MM  MM 1002.0   3.3    MM    MM   MM   MM    MM
CBRW3 2012 02 23 18 30 320  1.0  1.5    MM    MM    MM  MM 1002.0   3.5    MM    MM   MM   MM    MM
CBRW3 2012 02 23 18 20 330  1.0  1.5    MM    MM    MM  MM 1002.0   4.2    MM    MM   MM   MM    MM
CBRW3 2012 02 23 18 10 350  1.5  2.6    MM    MM    MM  MM 1002.0   4.4    MM    MM   MM   MM    MM
CBRW3 2012 02 23 18 00 340  2.1  2.1    MM    MM    MM  MM 1001.7   5.1    MM    MM   MM +0.3    MM
CDEA2 2012 02 23 18 00 230  4.1  6.7    MM    MM    MM  MM 1024.7   3.3    MM  -0.6   MM +0.3    MM
CDRF1 2012 02 23 18 00 220  5.1  6.7    MM    MM    MM  MM 1013.4  18.9    MM  18.9   MM -0.7    MM
CECC1 2012 02 23 18 48 350  5.1  7.2    MM    MM    MM  MM 1028.4   9.3   9.9    MM   MM   MM    MM
CECC1 2012 02 23 18 42 360  5.1  7.2    MM    MM    MM  MM 1028.5   8.9   9.9    MM   MM   MM    MM
CECC1 2012 02 23 18 36 340  4.6  6.2    MM    MM    MM  MM 1028.7   8.9   9.9    MM   MM   MM    MM
CECC1 2012 02 23 18 30 350  4.1  6.2    MM    MM    MM  MM 1028.7   8.7   9.9    MM   MM   MM    MM
CECC1 2012 02 23 18 24 340  5.1  7.2    MM    MM    MM  MM 1028.8   8.6   9.9    MM   MM   MM    MM
CECC1 2012 02 23 18 18 350  4.1  5.1    MM    MM    MM  MM 1029.0   8.4   9.9    MM   MM   MM    MM
CECC1 2012 02 23 18 12 360  3.6  5.7    MM    MM    MM  MM 1029.0   8.3   9.9    MM   MM   MM    MM
CECC1 2012 02 23 18 06 360  4.1  6.2    MM    MM    MM  MM 1029.2   8.2   9.9    MM   MM   MM    MM
CECC1 2012 02 23 18 00 340  4.6  5.7    MM    MM    MM  MM 1029.2   8.0   9.9    MM   MM +0.3    MM
CFWM1 2012 02 23 18 48 130  1.0  2.6    MM    MM    MM  MM  990.5   4.9   4.6    MM   MM   MM    MM
CFWM1 2012 02 23 18 42 120  1.5  3.6    MM    MM    MM  MM  990.6   4.9   4.6    MM   MM   MM    MM
CFWM1 2012 02 23 18 36 140  0.5  3.6    MM    MM    MM  MM  990.8   4.9   4.6    MM   MM   MM    MM
CFWM1 2012 02 23 18 30 140  2.1  3.6    MM    MM    MM  MM  990.9   4.9   4.6    MM   MM   MM    MM
CFWM1 2012 02 23 18 24 130  1.0  4.6    MM    MM    MM  MM  991.0   4.8   4.6    MM   MM   MM    MM
CFWM1 2012 02 23 18 18 150  2.1  3.6    MM    MM    MM  MM  991.1   4.8   4.6    MM   MM   MM    MM
CFWM1 2012 02 23 18 12 140  2.6  4.6    MM    MM    MM  MM  991.1   4.9   4.6    MM   MM   MM    MM
CFWM1 2012 02 23 18 06 140  2.6  4.6    MM    MM    MM  MM  991.2   4.9   4.6    MM   MM   MM    MM
CFWM1 2012 02 23 18 00 150  2.1  4.1    MM    MM    MM  MM  991.4   4.9   4.6    MM   MM -5.2    MM
CHAO3 2012 02 23 18 42  MM   MM   MM    MM    MM    MM  MM 1031.9   8.4   9.4    MM   MM   MM    MM
CHAO3 2012 02 23 18 36  60  6.2  7.2    MM    MM    MM  MM 1032.0   8.4   9.4    MM   MM   MM    MM
CHAO3 2012 02 23 18 30  50  5.1  6.2    MM    MM    MM  MM 1032.3   8.4   9.4    MM   MM   MM    MM
CHAO3 2012 02 23 18 24  40  4.6  6.7    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
CHAO3 2012 02 23 18 18  60  4.1  5.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
CHAO3 2012 02 23 18 12  60  4.1  4.6    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
CHAO3 2012 02 23 18 06  70  3.6  4.6    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
CHAO3 2012 02 23 18 00  70  3.6  4.6    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
CHAV3 2012 02 23 18 54  50  2.1  4.1    MM    MM    MM  MM 1016.5  28.7  27.3    MM   MM   MM    MM
CHAV3 2012 02 23 18 48  70  1.0  4.1    MM    MM    MM  MM 1016.5  28.6  27.3    MM   MM   MM    MM
CHAV3 2012 02 23 18 42  80  2.1  4.6    MM    MM    MM  MM 1016.6  28.9  27.3    MM   MM   MM    MM
CHAV3 2012 02 23 18 36 120  1.5  4.1    MM    MM    MM  MM 1016.6  28.7  27.3    MM   MM   MM    MM
CHAV3 2012 02 23 18 30  70  2.6  3.6    MM    MM    MM  MM 1016.7  28.7  27.3    MM   MM   MM    MM
CHAV3 2012 02 23 18 24 100  3.1  4.6    MM    MM    MM  MM 1016.7  28.3  27.3    MM   MM   MM    MM
CHAV3 2012 02 23 18 18  70  2.1  4.1    MM    MM    MM  MM 1016.8  28.0  27.2    MM   MM   MM    MM
CHAV3 2012 02 23 18 12 120  2.6  3.6    MM    MM    MM  MM 1016.9  28.2  27.2    MM   MM   MM    MM
CHAV3 2012 02 23 18 06  60  2.1  4.6    MM    MM    MM  MM 1016.9  28.3  27.3    MM   MM   MM    MM
CHAV3 2012 02 23 18 00  80  2.6  4.1    MM    MM    MM  MM 1017.0  28.3  27.3    MM   MM -2.0    MM
CHCM2 2012 02 23 18 48 320  7.2  9.8    MM    MM    MM  MM 1001.0  14.9   6.2    MM   MM   MM    MM
CHCM2 2012 02 23 18 42 310  6.2  8.8    MM    MM    MM  MM 1001.0  15.4   6.3    MM   MM   MM    MM
CHCM2 2012 02 23 18 36 280  5.7  7.7    MM    MM    MM  MM 1001.0  15.5   6.4    MM   MM   MM    MM
CHCM2 2012 02 23 18 30 290  5.1  7.2    MM    MM    MM  MM 1001.0  15.4   6.5    MM   MM   MM    MM
CHCM2 2012 02 23 18 24 290  4.6  6.7    MM    MM    MM  MM 1001.0  15.4   6.5    MM   MM   MM    MM
CHCM2 2012 02 23 18 18 310  5.1  7.2    MM    MM    MM  MM 1001.1  14.4   6.4    MM   MM   MM    MM
CHCM2 2012 02 23 18 12 280  4.1  7.2    MM    MM    MM  MM 1001.0  15.3   6.2    MM   MM   MM    MM
CHCM2 2012 02 23 18 06 310  4.1  7.7    MM    MM    MM  MM 1001.1  14.7   6.2    MM   MM   MM    MM
CHCM2 2012 02 23 18 00 290  4.1  6.7    MM    MM    MM  MM 1001.3  15.3   6.2    MM   MM +0.0    MM
CHDS1 2012 02 23 18 40 120  1.0 11.8    MM    MM    MM  MM     MM  25.0    MM    MM   MM   MM    MM
CHDS1 2012 02 23 18 30 120  1.0  8.8    MM    MM    MM  MM     MM  25.1    MM    MM   MM   MM    MM
CHDS1 2012 02 23 18 20 230  4.6  9.3    MM    MM    MM  MM     MM  24.8    MM    MM   MM   MM    MM
CHDS1 2012 02 23 18 10  30  1.0  9.3    MM    MM    MM  MM     MM  24.1    MM    MM   MM   MM    MM
CHDS1 2012 02 23 18 00  40  1.0  7.7    MM    MM    MM  MM     MM  24.3    MM    MM   MM   MM    MM
CHII2 2012 02 23 18 45 130  6.2  6.7    MM    MM    MM  MM     MM   1.6    MM    MM   MM   MM    MM
CHII2 2012 02 23 18 30 120  5.1  5.7    MM    MM    MM  MM     MM   1.6    MM    MM   MM   MM    MM
CHII2 2012 02 23 18 15 110  5.7  5.7    MM    MM    MM  MM     MM   1.6    MM    MM   MM   MM    MM
CHLV2 2012 02 23 18 00 190  8.8  9.3    MM    MM    MM  MM 1004.0  12.7    MM   9.3   MM -1.1    MM
CHNO3 2012 02 23 18 30  40  3.1   MM    MM    MM    MM  MM 1033.0   7.8    MM    MM   MM   MM    MM
CHNO3 2012 02 23 18 15  50  1.5   MM    MM    MM    MM  MM 1033.0   7.6    MM    MM   MM   MM    MM
CHNO3 2012 02 23 18 00  40  1.5   MM    MM    MM    MM  MM 1034.0   7.3    MM    MM   MM +1.0    MM
CHSV3 2012 02 23 18 42  50  4.6  7.2    MM    MM    MM  MM 1016.0  27.1  26.5    MM   MM   MM    MM
CHSV3 2012 02 23 18 36  50  4.6  7.7    MM    MM    MM  MM 1016.1  27.1  26.5    MM   MM   MM    MM
CHSV3 2012 02 23 18 30  50  4.6  7.2    MM    MM    MM  MM 1016.1  27.0  26.5    MM   MM   MM    MM
CHSV3 2012 02 23 18 24  60  3.6  5.7    MM    MM    MM  MM 1016.2  27.4  26.5    MM   MM   MM    MM
CHSV3 2012 02 23 18 18  60  4.1  6.7    MM    MM    MM  MM 1016.3  27.3  26.5    MM   MM   MM    MM
CHSV3 2012 02 23 18 12  50  3.1  6.2    MM    MM    MM  MM 1016.3  27.3  26.4    MM   MM   MM    MM
CHSV3 2012 02 23 18 06  60  3.6  6.7    MM    MM    MM  MM 1016.5  27.3  26.4    MM   MM   MM    MM
CHSV3 2012 02 23 18 00  60  3.6  7.7    MM    MM    MM  MM 1016.5  27.2  26.4    MM   MM -1.8    MM
CHYV2 2012 02 23 18 48  60  4.6  6.2    MM    MM    MM  MM 1001.7  13.4    MM    MM   MM   MM    MM
CHYV2 2012 02 23 18 42  60  6.2  6.7    MM    MM    MM  MM 1001.7  13.0    MM    MM   MM   MM    MM
CHYV2 2012 02 23 18 36  60  4.6  6.2    MM    MM    MM  MM 1001.7  13.4    MM    MM   MM   MM    MM
